MedInc,HouseAge,AveRooms,Latitude,Longitude,target
5.5284,37.0,5.46360153256705,34.0,-118.41,3.31
3.5333,36.0,5.185483870967742,34.21,-118.56,1.968
2.2326,36.0,3.933712121212121,34.18,-118.44,2.21
3.6607,22.0,5.744493392070485,36.85,-121.73,2.063
6.0961,16.0,6.967213114754099,33.69,-117.78,2.955
1.8914,25.0,4.944320712694878,39.93,-120.98,0.878
1.3571,26.0,4.492647058823529,40.39,-122.27,0.59
3.7125,8.0,6.1395348837209305,39.23,-121.18,1.75
5.375,16.0,4.76,33.76,-117.84,2.157
4.375,27.0,5.205741626794258,33.8,-117.9,2.125
3.8125,19.0,4.7554945054945055,33.84,-118.25,2.081
2.1157,41.0,5.1995708154506435,32.8,-117.14,1.569
3.6118,48.0,4.387323943661972,37.35,-121.95,2.355
2.3355,18.0,5.711722488038277,33.97,-117.01,1.188
3.9844,18.0,6.131004366812227,36.6,-119.46,1.181
2.3571,18.0,6.15606936416185,39.8,-123.47,0.792
3.4835,17.0,3.825242718446602,33.7,-117.88,1.167
2.7757,17.0,5.267948717948718,34.11,-117.43,1.098
1.6036,39.0,3.2510822510822512,34.01,-118.29,1.375
2.5952,19.0,5.2384615384615385,39.1,-121.48,0.924
4.744,10.0,6.310258548790659,37.66,-120.93,1.481
3.8611,32.0,5.132978723404255,38.7,-121.46,0.939
4.515,15.0,6.379061371841155,38.92,-121.07,1.64
4.0524,52.0,5.291666666666667,34.17,-118.14,1.731
1.6607,52.0,2.3333333333333335,32.71,-117.15,1.375
3.0625,37.0,5.275,32.8,-117.16,1.597
2.2946,18.0,6.100271002710027,39.17,-123.54,1.01
2.575,40.0,4.329596412556054,34.08,-118.13,2.284
6.0,36.0,6.196581196581197,37.92,-122.29,3.114
5.3681,26.0,6.048421052631579,34.28,-118.77,1.877
1.7639,21.0,5.417607223476298,41.81,-122.53,0.554
1.6875,19.0,5.279176201372998,33.92,-116.77,0.63
3.463,8.0,6.363636363636363,39.08,-121.04,2.017
3.625,52.0,2.2222222222222223,38.51,-121.47,0.8
3.2564,19.0,4.04102096627165,34.23,-118.6,2.303
5.1194,18.0,6.477037037037037,33.12,-117.2,2.478
3.8529,12.0,5.95326278659612,34.0,-117.48,1.455
1.8242,37.0,5.273076923076923,40.78,-124.19,0.7
6.7061,23.0,7.4969939879759515,37.94,-122.01,3.223
3.185,30.0,4.7633262260127935,34.04,-117.99,1.683
3.0833,34.0,5.764383561643836,34.11,-117.35,0.884
2.3583,26.0,4.881987577639752,39.23,-123.2,1.054
1.2545,41.0,4.306010928961749,36.75,-119.76,0.455
2.2467,46.0,5.940677966101695,37.74,-122.18,0.889
5.2661,37.0,6.7018867924528305,34.26,-118.34,3.149
1.4911,18.0,6.215859030837004,40.75,-122.31,0.758
2.19,35.0,4.206806282722513,36.75,-119.76,0.534
2.2794,23.0,5.763414634146342,36.99,-120.64,0.757
6.6324,22.0,7.129098360655738,33.73,-117.96,3.476
0.716,39.0,4.730769230769231,37.96,-122.36,1.042
1.583,19.0,3.1481481481481484,34.07,-118.45,3.5
2.0313,18.0,5.44,36.09,-119.45,1.125
3.4773,47.0,4.922580645161291,37.71,-122.41,2.263
5.04,22.0,7.160944206008583,33.2,-117.21,2.537
4.1406,39.0,5.041284403669724,33.82,-118.31,3.237
3.233,33.0,5.166841552990556,34.08,-117.34,0.994
3.5972,52.0,6.215258855585831,36.78,-119.81,0.899
7.6084,20.0,7.202517162471396,33.81,-118.08,4.025
3.4083,36.0,5.43298969072165,38.53,-121.42,0.718
4.8667,34.0,5.712418300653595,33.84,-117.97,1.868
4.0708,28.0,4.6428134556574925,33.82,-118.35,3.289
3.766,33.0,4.947890818858561,34.14,-117.96,1.639
1.9583,41.0,3.719367588932806,33.9,-118.21,1.023
6.8553,33.0,6.760695187165775,33.81,-118.37,4.822
3.175,25.0,4.173913043478261,33.83,-118.03,1.328
1.25,39.0,4.548223350253807,35.36,-119.0,0.425
3.5652,27.0,4.357522123893805,37.31,-121.95,3.295
2.4805,11.0,6.5949895615866385,41.75,-124.23,0.732
4.5,18.0,6.343465045592705,32.96,-116.95,2.226
4.2098,35.0,5.673151750972763,32.79,-117.13,1.741
4.0583,17.0,6.404255319148936,38.13,-120.26,0.875
5.6058,19.0,6.033998920669185,37.31,-121.83,2.327
4.81,15.0,6.54059405940594,36.82,-119.69,0.936
2.59,45.0,5.471111111111111,37.74,-122.4,2.118
5.368,18.0,7.858356940509915,36.89,-121.89,3.52
5.2017,24.0,6.21978021978022,33.91,-117.93,3.646
4.1473,22.0,4.826086956521739,37.35,-122.02,3.544
4.8382,52.0,5.2639593908629445,37.74,-122.44,2.949
2.3382,38.0,4.8352941176470585,33.9,-118.24,1.03
4.2404,52.0,4.442477876106195,34.05,-118.38,3.51
2.6159,19.0,3.292091836734694,34.21,-118.6,1.823
4.5224,24.0,5.450268817204301,32.79,-116.92,1.42
7.0875,41.0,6.593457943925234,37.79,-122.18,2.407
3.5851,7.0,5.414443988510464,33.94,-117.23,1.42
6.3303,16.0,8.287610619469026,34.17,-118.94,2.994
4.125,18.0,5.583815028901734,34.97,-120.42,1.398
4.1406,6.0,4.566510172143975,37.54,-122.03,1.782
3.7917,27.0,4.8352272727272725,34.01,-117.9,1.311
0.9518,27.0,3.0179640718562872,33.95,-118.23,0.914
6.3809,18.0,7.113013698630137,37.94,-122.01,2.736
2.7472,22.0,4.265415549597855,34.31,-118.44,1.601
3.2583,37.0,3.7880597014925375,34.26,-118.43,1.472
2.7,14.0,4.097744360902255,36.31,-119.34,0.889
2.6711,24.0,5.383419689119171,36.43,-119.1,0.713
6.1576,12.0,6.832618025751073,38.0,-122.27,2.487
3.8839,35.0,6.931547619047619,34.19,-118.58,2.249
4.5179,15.0,6.862884160756501,38.04,-121.33,1.456
4.3214,37.0,5.151394422310757,37.46,-122.22,3.427
2.6705,32.0,5.592833876221499,37.56,-121.09,0.919
3.3942,36.0,3.8119658119658117,33.98,-118.11,1.472
1.8704,20.0,6.26984126984127,39.0,-122.85,0.885
4.9115,31.0,5.231578947368421,33.84,-117.99,2.555
4.6452,27.0,5.048598130841121,37.65,-122.47,2.362
2.9943,41.0,3.828828828828829,33.8,-118.19,1.906
5.8269,16.0,7.136986301369863,38.35,-121.95,1.502
3.0,13.0,6.317596566523605,38.45,-120.59,1.19
1.5026,38.0,3.1928166351606806,38.43,-122.71,1.24
1.9615,52.0,4.882086167800454,37.84,-122.28,1.152
2.4219,24.0,3.7145969498910674,33.99,-118.12,1.375
5.5,16.0,6.8991031390134525,37.99,-121.8,1.795
1.5284,31.0,2.7400881057268722,34.1,-118.32,2.0
1.3194,14.0,3.4556962025316458,32.7,-117.12,0.905
1.9132,31.0,2.899755501222494,33.99,-118.2,1.546
2.7644,24.0,6.204166666666667,40.55,-124.09,0.973
3.3176,14.0,4.012886597938144,32.89,-117.21,1.561
3.2663,37.0,4.104868913857678,32.8,-117.25,2.706
3.5288,11.0,5.016260162601626,38.78,-121.24,1.411
5.0634,52.0,4.732558139534884,37.73,-122.45,2.642
2.9074,16.0,3.492905937992643,37.55,-121.99,2.138
4.0893,16.0,4.6104651162790695,34.15,-118.34,4.5
4.5294,18.0,5.348457350272232,33.82,-118.0,2.248
6.46,36.0,5.59581881533101,37.43,-122.12,4.255
3.449,15.0,5.151515151515151,34.03,-117.65,1.491
2.7143,34.0,3.55,33.79,-118.25,1.381
5.3416,31.0,5.444759206798867,33.85,-118.02,2.13
1.5156,52.0,2.75,34.15,-118.14,1.875
3.3438,17.0,4.409214092140921,33.86,-117.93,1.866
1.7106,24.0,5.718987341772152,36.13,-119.03,0.955
2.3214,36.0,3.7256944444444446,33.9,-118.19,1.048
3.1842,42.0,4.6923076923076925,37.54,-122.31,3.528
5.3107,35.0,6.252199413489736,34.28,-118.48,2.271
7.0808,4.0,6.423324150596878,34.29,-118.57,3.412
5.0782,28.0,5.747983870967742,33.94,-117.95,2.641
3.4073,52.0,5.302521008403361,37.75,-122.41,2.547
2.3393,19.0,3.6954022988505746,34.07,-118.11,2.023
3.0625,14.0,5.48695652173913,33.66,-117.99,2.688
3.4837,35.0,4.672316384180791,33.78,-117.92,1.865
4.1042,35.0,5.001865671641791,37.69,-122.12,1.791
2.5395,25.0,4.970588235294118,34.05,-117.68,1.875
3.8047,35.0,5.015037593984962,37.75,-122.16,0.943
3.4598,11.0,5.588410104011887,37.0,-120.09,0.746
3.0729,37.0,5.396491228070175,32.62,-117.09,1.287
1.0467,33.0,3.8062200956937797,38.61,-121.44,0.701
2.5564,6.0,3.650756693830035,33.83,-117.92,1.713
4.4861,46.0,5.76530612244898,33.93,-118.37,2.463
3.2865,52.0,4.8839590443686,36.62,-121.91,2.401
2.3713,18.0,3.526605504587156,37.35,-121.94,2.44
3.1667,23.0,5.225531914893617,32.8,-115.64,1.25
2.3594,16.0,7.384615384615385,39.32,-120.19,1.557
5.0492,35.0,6.6525423728813555,38.61,-121.36,1.441
4.375,16.0,4.909090909090909,37.91,-120.32,1.0
5.27,26.0,5.721100917431193,34.12,-117.82,2.094
5.1145,34.0,5.1469194312796205,34.28,-118.31,2.199
4.2019,46.0,5.427230046948357,34.11,-118.28,3.521
3.375,39.0,6.027027027027027,37.71,-121.07,2.125
1.4028,46.0,4.047970479704797,36.76,-119.82,0.685
5.0864,4.0,6.964285714285714,36.83,-119.67,1.137
3.5469,15.0,5.829411764705882,38.03,-118.98,0.825
4.821,16.0,5.12133072407045,33.72,-117.8,2.014
2.2024,5.0,4.098984771573604,32.72,-117.1,1.372
6.0604,20.0,6.219409282700422,37.67,-121.89,2.479
2.6742,27.0,3.87515299877601,32.75,-117.15,1.714
3.6118,24.0,7.536796536796537,38.53,-122.4,2.484
2.5417,45.0,5.009404388714733,34.14,-117.29,0.829
1.425,43.0,4.066666666666666,37.63,-120.94,0.694
3.4911,6.0,7.593360995850622,35.08,-118.61,1.372
1.8529,46.0,5.356037151702786,36.34,-119.65,0.672
2.6065,19.0,5.648175182481752,38.74,-121.27,1.549
2.4464,33.0,3.52,34.06,-117.78,1.287
3.7738,18.0,7.545253863134658,35.42,-120.94,2.794
3.1654,34.0,3.8379310344827586,34.05,-118.22,1.55
3.0257,52.0,4.046948356807512,37.78,-122.23,0.808
1.9044,52.0,4.478947368421053,34.11,-117.31,0.649
1.65,47.0,4.90187891440501,37.97,-121.28,0.66
1.4444,32.0,2.225563909774436,33.78,-118.25,1.821
5.3755,20.0,7.09375,38.13,-122.59,2.909
2.3654,49.0,4.686046511627907,34.15,-118.15,1.375
2.7333,38.0,3.9209621993127146,37.36,-121.9,1.825
5.7309,36.0,4.938053097345133,37.64,-122.08,1.779
4.2019,25.0,3.625441696113074,33.85,-117.93,1.639
3.5208,49.0,4.697368421052632,34.43,-119.68,2.512
4.5333,21.0,4.95970695970696,37.25,-121.93,2.342
2.7813,19.0,5.310476190476191,36.74,-119.67,1.203
6.6897,22.0,7.408783783783784,33.89,-117.86,2.898
2.9083,14.0,3.6482084690553744,33.76,-118.0,1.792
2.2917,37.0,4.921875,37.76,-122.18,1.07
2.1793,39.0,3.932098765432099,33.99,-118.25,1.079
7.1035,52.0,7.269565217391304,38.55,-121.48,2.287
2.0524,31.0,3.602094240837696,33.97,-118.14,1.608
3.692,34.0,5.033088235294118,33.99,-118.09,1.726
5.1806,9.0,4.41635687732342,33.8,-118.16,1.75
3.1875,46.0,5.360655737704918,34.08,-117.32,0.84
6.8462,32.0,6.273764258555133,37.38,-121.82,3.209
5.0698,25.0,6.61,36.81,-119.82,1.509
3.0217,9.0,5.006324110671937,37.69,-121.04,1.609
5.2835,33.0,5.928057553956834,32.75,-117.02,2.171
3.5547,31.0,5.552238805970149,35.95,-121.32,2.0
2.345,38.0,2.3833333333333333,34.06,-118.26,2.25
3.9625,36.0,5.070135746606335,37.29,-121.93,2.882
4.2813,33.0,6.340425531914893,38.13,-121.84,0.813
1.8606,32.0,4.717703349282297,36.34,-119.64,0.567
3.8056,30.0,4.435530085959885,33.97,-118.35,3.238
3.5072,29.0,5.154135338345864,34.1,-117.74,1.219
3.2312,34.0,3.40990990990991,32.79,-117.2,1.922
3.1497,26.0,4.404384896467723,33.83,-118.02,2.176
5.6427,26.0,7.020560747663551,37.28,-121.9,3.2
2.2544,24.0,3.9936974789915967,32.6,-117.08,1.219
3.2976,41.0,5.282208588957055,33.92,-118.21,1.512
2.774,22.0,5.114023591087811,38.61,-121.32,1.902
3.5341,25.0,6.012953367875648,32.7,-117.01,1.208
1.2254,42.0,2.0966921119592876,34.06,-118.28,1.625
6.3191,36.0,6.680327868852459,37.35,-121.97,2.583
2.3603,27.0,4.07183908045977,32.58,-117.13,1.953
3.2984,21.0,4.357601713062098,33.07,-117.31,3.694
3.1912,42.0,4.8514588859416445,33.93,-118.19,1.464
6.4328,24.0,6.333333333333333,37.23,-121.81,2.572
4.008,33.0,5.1911764705882355,34.26,-118.29,1.911
3.4482,35.0,4.420743639921722,32.83,-117.21,1.625
2.3611,41.0,4.561001042752868,38.74,-121.3,0.879
4.2972,34.0,4.133458646616542,37.44,-122.16,4.059
3.0546,33.0,2.922576447625244,37.7,-122.48,2.979
4.6053,30.0,4.467954345917471,37.76,-122.44,3.861
4.7195,6.0,6.745067497403946,33.74,-116.29,1.993
5.2692,4.0,5.756238003838772,34.02,-117.58,1.748
2.6875,45.0,4.212765957446808,34.02,-118.21,1.297
2.9097,8.0,3.817014446227929,32.81,-116.96,1.525
1.75,35.0,4.218446601941747,38.13,-121.27,0.829
5.7268,23.0,6.009009009009009,33.99,-117.97,3.003
3.3831,30.0,4.785834738617201,33.83,-117.96,1.974
5.3446,35.0,5.553752535496957,37.66,-122.45,2.633
3.6523,28.0,5.551546391752577,38.02,-122.1,1.597
3.125,11.0,6.100502512562814,38.01,-120.24,1.486
3.3333,42.0,4.68976897689769,37.35,-121.95,2.379
3.1812,22.0,4.346590909090909,37.38,-121.95,0.875
3.8654,27.0,5.500881834215168,33.88,-118.09,1.953
6.3215,4.0,7.2110091743119265,37.33,-120.46,1.382
7.3267,27.0,7.208037825059102,37.85,-122.14,3.899
6.53,10.0,7.06027397260274,33.04,-117.08,2.641
0.8478,39.0,3.8598130841121496,33.93,-118.23,1.049
3.148,22.0,5.170542635658915,37.64,-121.03,1.023
1.4241,16.0,4.285285285285285,39.23,-121.02,1.25
5.2261,36.0,6.065217391304348,34.28,-119.25,3.032
4.625,13.0,4.671711292200233,33.7,-117.99,2.488
3.2277,4.0,6.541910331384016,34.47,-117.54,1.265
4.1716,11.0,5.472144063027574,32.85,-116.96,1.661
6.8109,35.0,6.71830985915493,33.95,-118.0,4.01
3.7831,38.0,5.595394736842105,32.83,-116.94,1.478
4.5764,18.0,6.777777777777778,33.19,-117.25,2.07
7.875,30.0,7.550925925925926,33.89,-117.91,3.519
5.7251,28.0,5.948387096774193,37.28,-121.98,2.726
1.8958,35.0,5.240663900414938,32.81,-115.38,0.675
2.0162,28.0,3.6154639175257732,33.96,-118.19,1.42
3.7286,26.0,7.101449275362318,34.13,-117.35,1.32
2.1083,20.0,4.2041467304625195,37.96,-122.03,1.625
3.5,14.0,6.191082802547771,38.0,-120.33,1.707
3.3594,45.0,3.82312591866732,34.07,-118.35,2.875
3.3988,48.0,4.697585768742059,34.08,-118.15,1.992
3.1592,33.0,5.495103373231774,35.15,-119.45,0.754
5.4592,27.0,6.800884955752212,35.39,-118.94,1.391
