MedInc,HouseAge,AveRooms,Latitude,Longitude,target
1.6307,35.0,2.962686567164179,37.86,-122.26,2.536
5.8779,17.0,5.155979202772963,37.35,-122.02,3.622
3.7036,52.0,5.11353711790393,37.77,-122.49,3.692
2.2339,45.0,4.712025316455696,33.99,-118.31,1.048
3.1815,19.0,4.677839851024209,36.93,-121.79,1.891
4.2421,43.0,5.8355263157894735,37.69,-122.48,2.575
2.4632,39.0,3.9923273657289005,34.09,-118.21,1.442
3.6848,33.0,4.819875776397516,32.74,-117.04,1.407
1.8382,40.0,3.850152905198777,34.02,-118.26,1.264
4.7105,22.0,6.5,38.46,-122.85,2.662
4.2059,24.0,6.069620253164557,34.05,-117.17,1.215
2.1524,21.0,5.548109965635739,40.29,-121.23,0.771
6.5116,16.0,6.157303370786517,37.58,-122.07,2.443
3.5968,12.0,5.841346153846154,38.49,-121.4,1.063
4.5655,35.0,5.670807453416149,34.1,-117.9,1.766
3.7697,13.0,5.528662420382165,36.79,-119.69,0.836
4.8304,25.0,6.46455223880597,34.12,-117.84,2.289
3.45,14.0,5.794871794871795,39.02,-122.99,1.641
4.5,33.0,5.5311004784688995,37.97,-122.32,1.566
2.6957,23.0,3.667953667953668,34.2,-118.48,1.917
2.8649,17.0,4.223300970873787,33.89,-117.97,1.375
5.3096,47.0,5.588095238095238,33.81,-118.2,2.099
2.6343,14.0,4.696308724832215,37.73,-120.93,0.815
1.9076,32.0,3.7895752895752897,36.71,-119.55,0.558
3.4583,43.0,5.599264705882353,37.7,-122.13,1.837
3.5652,14.0,6.838983050847458,39.32,-120.17,1.198
3.7614,37.0,3.9411764705882355,34.0,-118.43,3.143
2.375,37.0,4.1440677966101696,32.79,-117.25,3.404
2.2639,15.0,3.845528455284553,36.82,-119.72,0.525
3.6141,32.0,4.738666666666667,34.16,-118.53,2.906
3.5972,26.0,5.285714285714286,33.78,-117.88,1.875
4.775,52.0,6.535603715170279,38.11,-122.24,1.482
5.0942,35.0,5.0,37.37,-121.98,2.175
4.0,16.0,5.145748987854251,33.66,-117.8,2.234
4.0709,13.0,6.119891008174387,38.69,-120.7,1.517
1.4598,40.0,4.62953995157385,35.42,-119.02,0.526
3.6572,26.0,4.160797342192691,34.14,-118.1,2.132
1.8224,44.0,3.7506702412868633,34.04,-118.2,1.438
5.7837,49.0,6.137037037037037,37.59,-122.38,3.781
4.55,28.0,6.037356321839081,33.92,-117.5,1.468
1.6318,19.0,4.403536977491961,32.75,-117.09,1.177
1.7104,33.0,4.2091690544412605,37.61,-121.02,0.59
3.2206,40.0,5.777292576419214,33.94,-118.31,1.458
3.1827,31.0,5.771653543307087,38.02,-121.33,1.621
2.125,39.0,4.096153846153846,34.03,-118.37,1.964
3.6964,28.0,4.7896825396825395,37.96,-122.04,1.657
3.6953,14.0,4.148308135349172,37.32,-121.84,1.926
1.6971,52.0,4.173469387755102,37.88,-122.3,1.388
3.4227,26.0,3.748283752860412,34.11,-118.19,1.438
3.0854,39.0,5.344969199178645,34.11,-118.06,2.487
4.0156,35.0,6.1953125,33.93,-117.41,0.893
3.0635,8.0,3.4807121661721068,33.75,-117.91,1.6
3.5094,11.0,3.6559485530546625,33.84,-118.29,1.629
2.0865,40.0,5.2288557213930345,34.64,-120.45,1.115
5.2655,28.0,5.532028469750889,33.72,-117.98,2.431
3.6806,22.0,4.666666666666667,33.76,-117.84,2.194
3.3955,19.0,3.524737631184408,34.02,-118.41,2.25
7.611,5.0,6.8557763061074315,37.72,-122.24,3.507
6.3064,17.0,5.359765051395008,33.77,-118.38,4.183
4.0391,15.0,6.297709923664122,32.72,-116.99,1.695
1.8242,18.0,5.945859872611465,41.95,-122.64,0.535
2.3952,52.0,5.477832512315271,36.76,-119.8,0.784
3.1667,36.0,5.560640732265446,38.53,-121.43,0.819
1.4044,35.0,4.659147869674185,36.97,-120.06,0.617
5.3345,4.0,7.209251101321586,38.16,-122.14,1.761
1.852,40.0,3.9678638941398865,34.0,-118.27,1.015
3.3125,19.0,4.421459227467811,37.97,-122.33,1.588
7.0175,37.0,6.982954545454546,37.82,-122.2,3.667
3.4013,52.0,4.613157894736842,38.61,-122.86,1.833
6.2683,16.0,5.882882882882883,32.99,-117.06,1.807
4.3111,3.0,7.219685039370079,33.84,-116.47,1.425
1.8333,40.0,5.037037037037037,37.95,-122.36,0.698
2.4375,15.0,4.851926977687627,33.22,-117.32,1.089
3.9861,34.0,5.121495327102804,34.09,-117.93,1.639
2.625,47.0,3.6556016597510372,37.78,-122.21,1.113
3.5551,30.0,4.712737127371274,33.71,-117.88,1.852
2.879,52.0,3.737864077669903,37.77,-122.42,4.5
5.9632,36.0,5.8986175115207375,33.99,-118.4,3.281
4.095,36.0,5.407166123778501,34.24,-118.44,1.84
5.5376,42.0,7.0,38.04,-121.22,2.125
2.6862,19.0,3.9668141592920354,33.93,-118.13,1.958
3.5352,17.0,6.228540772532189,35.14,-120.7,3.578
3.9219,38.0,4.77020202020202,34.08,-118.08,2.052
6.5308,27.0,7.209821428571429,33.76,-117.82,2.878
7.5402,13.0,8.393103448275863,33.08,-117.25,3.403
3.8333,36.0,5.644314868804665,32.79,-117.09,1.7
5.2463,16.0,5.95703125,32.96,-117.12,1.563
6.623,30.0,6.8671875,37.3,-121.94,3.325
2.8681,12.0,4.27751756440281,33.9,-118.17,1.142
3.6321,40.0,4.865874363327674,37.91,-122.3,2.091
4.3906,26.0,5.649484536082475,38.31,-122.72,2.48
6.0689,19.0,6.7318181818181815,33.61,-117.68,2.48
4.0846,52.0,4.821316614420063,37.74,-122.47,3.336
3.1397,45.0,5.744744744744745,37.64,-120.98,1.107
1.8937,21.0,3.7345299952763344,32.8,-116.94,1.098
3.2226,11.0,4.927272727272728,35.32,-120.83,1.832
4.3173,32.0,5.850948509485095,38.03,-122.36,1.754
2.2115,20.0,7.768115942028985,40.88,-123.53,0.75
3.9464,9.0,4.675257731958763,34.14,-117.96,1.796
3.3438,13.0,3.9222972972972974,33.69,-117.8,3.333
7.5286,24.0,6.627118644067797,34.06,-117.85,4.627
4.9489,45.0,6.102739726027397,37.75,-122.24,2.471
3.7895,52.0,5.95,33.82,-118.18,2.54
4.9091,6.0,4.94017094017094,34.07,-117.38,1.224
5.7984,20.0,7.1869565217391305,38.28,-122.45,2.976
4.1429,39.0,4.732793522267206,34.19,-118.41,2.0
3.8125,36.0,3.3142857142857145,34.0,-117.92,1.363
5.5196,45.0,5.444444444444445,33.83,-118.13,2.276
6.5437,14.0,6.9015486725663715,33.9,-117.78,2.682
5.5918,20.0,6.193846153846154,33.9,-117.85,2.605
4.0417,25.0,4.911931818181818,37.53,-122.33,4.585
4.3807,23.0,4.922137404580153,37.41,-121.88,2.269
3.6296,16.0,3.616842105263158,34.2,-118.61,1.609
4.1276,13.0,4.429936305732484,33.81,-118.0,1.538
7.6917,32.0,7.179841897233201,37.88,-122.17,4.018
3.5156,31.0,6.019950124688279,40.85,-124.05,1.43
2.9821,32.0,6.576923076923077,38.02,-121.27,1.55
2.3882,21.0,5.625766871165644,36.16,-119.35,0.492
2.9861,28.0,4.593253968253968,33.87,-117.9,2.186
3.0357,33.0,4.359756097560975,34.08,-118.09,2.06
4.7094,14.0,5.2707296849087895,37.92,-122.05,2.347
4.15,20.0,5.708860759493671,37.74,-121.4,3.224
2.1864,29.0,4.031626506024097,38.43,-122.73,1.432
6.9408,52.0,5.3125,34.16,-118.24,2.988
3.8788,20.0,5.140068886337543,37.13,-121.66,2.269
1.15,52.0,4.88,38.05,-121.3,1.125
3.7326,35.0,5.425661914460285,33.97,-118.09,1.643
3.4208,22.0,3.929368029739777,33.87,-118.36,2.9
5.6426,35.0,6.745945945945946,33.85,-118.35,3.482
3.3281,7.0,5.010462074978204,34.15,-117.31,1.222
7.3878,15.0,7.6875,33.54,-117.71,3.183
4.15,46.0,4.03921568627451,37.42,-122.14,2.65
6.9961,5.0,7.294360385144429,37.97,-122.09,2.941
5.1675,52.0,6.398692810457517,37.89,-122.29,2.706
2.6913,52.0,4.630985915492958,34.07,-117.64,1.083
7.4787,33.0,6.7910135841170325,37.5,-122.28,4.313
1.5854,42.0,2.137089991589571,34.06,-118.26,0.875
2.7578,46.0,4.476190476190476,33.98,-118.03,2.368
4.8125,21.0,7.02710843373494,38.07,-121.18,1.611
2.3382,11.0,5.568548387096774,33.96,-116.48,0.894
2.9511,17.0,3.5869336143308748,34.14,-118.14,2.823
2.6369,5.0,5.381526104417671,38.65,-121.45,1.1
3.7344,47.0,6.219101123595506,33.99,-118.34,1.794
2.4167,52.0,5.002227171492205,37.85,-122.28,1.527
3.2188,39.0,2.0434782608695654,33.99,-118.21,1.125
2.7353,17.0,5.348148148148148,34.27,-118.47,1.924
2.4653,34.0,5.466666666666667,37.35,-120.6,0.661
3.4643,28.0,4.173469387755102,37.74,-121.13,0.909
1.8413,28.0,5.041958041958042,39.1,-121.57,0.623
5.2773,21.0,6.303262955854127,34.23,-119.03,2.508
3.8732,21.0,3.668500687757909,37.38,-122.03,2.524
5.8904,24.0,6.651840490797546,37.23,-121.86,2.714
5.5622,43.0,5.93900481540931,37.73,-122.44,3.136
4.5192,52.0,5.582781456953643,34.06,-118.37,4.46
2.6238,25.0,3.7659783677482794,34.18,-118.43,2.1
3.5,33.0,4.48,33.84,-118.29,1.83
1.3971,11.0,4.217821782178218,34.04,-118.16,1.344
4.016,47.0,4.743131868131868,37.93,-122.42,2.745
3.0,13.0,6.177285318559557,37.49,-119.9,1.12
2.7917,8.0,4.9414556962025316,34.46,-117.3,0.982
1.2024,36.0,5.749034749034749,38.04,-121.9,0.902
4.7679,28.0,6.899598393574297,32.81,-117.18,2.04
4.4732,25.0,4.712616822429907,33.68,-117.92,2.456
5.3644,36.0,6.305220883534137,37.63,-122.09,1.688
6.5576,38.0,7.601823708206687,37.91,-122.28,3.585
5.7907,20.0,6.408260524225576,37.67,-121.77,2.642
3.1796,30.0,5.126074498567335,37.68,-122.06,1.703
3.163,26.0,4.267241379310345,34.27,-118.71,1.794
4.2188,26.0,6.534883720930233,39.12,-121.62,0.942
3.1222,13.0,4.231958762886598,36.33,-121.24,1.255
1.4812,39.0,5.42483660130719,36.39,-119.23,0.535
2.3507,12.0,5.531073446327683,39.82,-121.59,0.976
4.9464,26.0,5.689655172413793,37.54,-122.04,2.238
4.0132,14.0,6.27327935222672,40.64,-122.08,1.412
2.6953,36.0,3.4020356234096694,33.93,-118.21,1.21
2.5804,25.0,5.213197969543147,35.27,-119.07,0.979
4.3,34.0,5.990066225165563,37.33,-121.94,3.305
7.1425,18.0,6.75632183908046,33.89,-117.98,3.937
1.9908,33.0,4.491048593350383,38.61,-121.4,1.188
4.2263,21.0,6.5606936416184976,33.94,-117.53,2.032
2.3253,14.0,4.239731768650461,32.57,-117.1,1.337
4.3909,52.0,5.60091743119266,37.74,-122.49,3.177
3.1034,29.0,4.597222222222222,34.11,-117.95,1.408
2.1061,16.0,4.638151425762045,37.39,-120.59,0.728
2.5333,43.0,5.9753086419753085,37.72,-122.47,2.393
4.1607,24.0,5.22680412371134,38.69,-121.25,1.128
1.8462,25.0,4.545045045045045,35.95,-119.04,0.558
5.0596,38.0,5.376413570274637,33.93,-118.41,3.639
3.875,37.0,4.79253112033195,34.07,-118.17,1.485
4.0217,9.0,5.804577464788732,36.09,-119.05,0.992
2.809,20.0,4.305135951661631,33.9,-118.15,1.446
3.2176,16.0,4.22671568627451,34.17,-118.84,1.875
7.7313,17.0,6.793478260869565,33.69,-117.96,3.167
3.2415,32.0,5.230235783633842,38.44,-122.67,1.722
3.875,27.0,6.285714285714286,38.14,-121.29,1.274
2.6842,11.0,5.746730083234245,39.13,-121.65,0.891
4.0529,17.0,5.643026004728132,35.34,-119.05,1.062
1.5057,42.0,4.314655172413793,32.7,-117.1,0.863
1.7019,26.0,4.326315789473684,33.75,-117.87,3.5
5.0877,26.0,6.097058823529411,33.46,-117.66,2.881
5.8399,16.0,5.589285714285714,33.63,-117.71,2.206
5.5701,34.0,7.170616113744076,37.76,-122.14,2.528
1.4886,15.0,3.104761904761905,34.06,-118.26,1.75
3.038,12.0,5.912820512820513,33.57,-116.87,1.281
4.2165,15.0,4.962085308056872,33.67,-117.99,2.346
2.4779,21.0,3.727272727272727,32.75,-117.23,1.65
4.9886,8.0,7.050669772859639,33.98,-117.47,1.581
1.9659,50.0,4.333333333333333,34.06,-117.64,0.857
4.05,35.0,4.94006309148265,34.12,-117.89,1.413
2.178,17.0,5.111301369863014,40.59,-124.14,0.768
1.4729,32.0,4.4541176470588235,36.34,-119.31,0.541
1.8723,46.0,5.044943820224719,36.73,-119.76,0.526
2.1494,37.0,4.479923518164436,37.79,-122.22,1.325
3.4345,37.0,4.486486486486487,33.76,-117.88,2.355
4.9926,40.0,4.787878787878788,37.71,-122.41,2.139
4.5032,11.0,6.3,39.82,-121.87,1.597
4.875,26.0,6.9,33.96,-118.37,1.75
3.2042,11.0,5.852713178294573,36.07,-119.07,0.762
3.9792,42.0,5.263513513513513,34.19,-118.41,1.938
5.1498,35.0,7.256130790190736,37.71,-122.09,2.664
1.5972,34.0,2.510250569476082,34.05,-118.29,1.688
2.7593,23.0,4.391117478510028,34.34,-119.08,1.948
4.3676,28.0,6.392857142857143,34.18,-117.3,1.111
2.6563,36.0,3.072607260726073,33.86,-117.93,1.55
2.8372,26.0,5.955523672883787,32.71,-117.07,1.234
3.636,9.0,5.994983277591973,38.11,-120.91,1.331
5.3559,36.0,5.666666666666667,34.07,-117.93,2.073
2.75,24.0,3.5291073738680465,33.92,-118.35,2.397
2.7868,15.0,5.338129496402877,38.7,-121.33,1.178
3.6995,38.0,5.288503253796096,34.1,-118.06,2.601
3.7857,39.0,5.6635071090047395,34.06,-118.14,2.457
4.1213,35.0,5.239528795811518,34.1,-118.22,2.521
3.8952,17.0,6.2388059701492535,36.96,-120.11,0.953
4.1731,26.0,5.1545741324921135,38.37,-122.8,2.572
1.7568,49.0,3.168646080760095,38.57,-121.49,0.938
3.575,50.0,4.884892086330935,34.12,-118.27,2.306
2.957,52.0,4.496259351620948,37.8,-122.24,1.228
3.6202,34.0,4.382035928143712,34.15,-118.36,3.661
4.0231,41.0,4.330561330561331,34.03,-118.45,3.539
4.4821,35.0,5.9879310344827585,33.84,-118.02,2.141
4.0583,52.0,5.865,34.05,-118.37,4.443
2.9107,29.0,4.97508896797153,38.44,-122.68,1.697
3.1029,27.0,4.135802469135802,33.42,-117.62,1.906
4.6389,17.0,5.6683168316831685,33.94,-118.17,1.655
1.8801,26.0,4.634464751958225,36.42,-119.1,0.576
2.3517,13.0,4.867801047120419,40.18,-122.22,0.889
4.2955,34.0,5.720588235294118,38.17,-122.25,1.213
2.3026,25.0,5.543859649122807,36.59,-120.18,0.906
7.0735,14.0,8.056485355648535,37.38,-121.87,3.356
3.0444,36.0,4.559748427672956,38.46,-122.71,1.672
3.0625,45.0,5.242424242424242,36.6,-121.9,2.603
4.7647,12.0,6.241269841269841,33.26,-116.98,2.541
0.8738,52.0,3.376470588235294,37.96,-121.29,0.75
3.9815,26.0,6.072507552870091,33.22,-117.25,1.426
5.6511,15.0,5.226069246435845,37.32,-122.03,4.048
6.1898,35.0,6.34585289514867,33.95,-117.98,2.824
3.2279,48.0,4.2938331318016925,34.06,-118.35,4.0
2.3611,30.0,3.4295302013422817,34.06,-118.21,1.568
1.9464,16.0,4.4646464646464645,37.79,-121.18,1.125
3.1711,44.0,4.033783783783784,33.79,-118.14,2.154
3.2375,17.0,8.006269592476489,38.97,-122.7,1.142
5.0747,35.0,4.944723618090452,33.84,-117.98,1.896
4.2875,36.0,4.297520661157025,34.21,-118.37,1.766
2.588,40.0,5.09375,34.13,-117.86,2.095
4.8187,20.0,7.664233576642336,36.96,-120.1,0.909
1.2275,38.0,4.04679802955665,34.53,-117.3,0.641
2.6411,52.0,5.170403587443946,37.77,-122.24,2.41
3.5795,12.0,6.857575757575757,37.47,-121.11,1.456
1.9875,18.0,3.481375358166189,32.56,-117.05,1.149
4.9292,17.0,6.802884615384615,34.71,-120.46,2.072
4.5625,33.0,5.867620751341682,37.27,-121.92,2.535
4.4777,44.0,5.604373757455268,32.69,-117.18,4.528
3.2149,22.0,3.6862745098039214,34.08,-118.37,3.0
4.8333,9.0,5.201092896174863,34.24,-118.63,2.772
4.0833,42.0,5.1078838174273855,34.11,-118.32,4.344
4.0337,23.0,6.094420600858369,38.16,-122.26,1.304
3.0393,17.0,4.235802469135803,33.96,-118.36,1.292
6.729,22.0,7.488095238095238,34.31,-119.21,4.093
1.7778,52.0,4.450704225352113,40.79,-124.16,0.769
7.4056,26.0,8.044230769230769,33.68,-117.94,3.742
1.6007,17.0,3.6099290780141846,34.27,-119.3,1.875
1.2069,47.0,4.28051948051948,34.12,-117.29,0.682
3.7125,26.0,4.915254237288136,34.15,-118.43,4.474
2.5985,34.0,4.110157367668097,34.06,-118.07,1.686
5.6935,34.0,6.380246913580247,33.79,-117.95,2.183
2.9625,29.0,5.190207156308851,38.42,-122.84,2.373
3.9375,10.0,5.629107981220657,38.43,-122.58,2.692
4.3542,34.0,5.578313253012048,33.2,-117.27,1.569
7.6166,16.0,7.210412147505423,37.96,-121.99,2.604
1.7875,17.0,6.103174603174603,40.61,-123.41,0.55
2.7298,25.0,5.968253968253968,36.09,-119.08,1.034
1.2679,47.0,5.186567164179104,38.54,-121.47,0.567
6.1195,16.0,7.75251509054326,34.12,-117.66,2.511
3.3056,39.0,3.746630727762803,33.94,-118.36,1.568
2.4516,36.0,3.6062322946175636,33.99,-118.19,1.478
5.4496,17.0,6.1809899787427875,37.68,-121.73,2.389
1.6352,46.0,5.432276657060519,39.51,-121.56,0.531
1.2469,33.0,4.773255813953488,35.37,-119.01,0.467
4.1806,28.0,6.317738791423002,32.83,-117.21,1.996
4.4474,25.0,6.342776203966006,38.03,-122.26,2.037
5.5161,15.0,8.126016260162602,39.04,-121.06,3.619
0.8527,43.0,3.432900432900433,33.94,-118.25,0.904
4.0882,12.0,5.36036036036036,32.85,-116.98,1.345
1.191,52.0,7.69811320754717,37.81,-122.3,0.761
6.0,34.0,6.566298342541437,34.23,-118.23,3.671
1.8843,16.0,4.414746543778802,35.68,-119.22,0.552
3.0398,36.0,3.597609561752988,33.98,-118.18,1.654
6.3923,27.0,5.907356948228883,37.32,-122.02,3.483
4.0347,34.0,5.311015118790497,34.16,-118.43,3.536
2.7875,30.0,4.707423580786026,36.99,-122.02,2.45
3.6827,34.0,5.197508896797153,34.12,-118.08,2.641
5.2497,32.0,6.6292682926829265,37.7,-122.08,2.593
3.8512,47.0,5.280112044817927,33.96,-118.32,1.713
3.65,45.0,4.624678663239075,37.71,-122.46,2.399
5.2527,25.0,6.770491803278689,38.28,-122.04,1.306
3.9934,20.0,5.502336448598131,34.94,-116.96,0.885
6.4419,19.0,5.9450980392156865,37.42,-121.87,2.645
3.6694,17.0,5.098,38.03,-121.63,2.094
6.4214,14.0,6.008849557522124,37.05,-121.93,3.406
2.7928,48.0,5.106598984771574,32.77,-117.12,1.75
3.5511,17.0,6.233870967741935,38.65,-120.76,1.559
5.0443,5.0,6.338568935427574,37.76,-121.44,1.948
3.2672,32.0,5.204379562043796,38.45,-121.83,1.075
3.5562,16.0,3.411602209944751,32.78,-117.11,0.735
3.2857,17.0,5.730769230769231,33.91,-117.49,1.391
3.2569,42.0,4.945273631840796,34.08,-118.06,2.015
2.6758,39.0,5.559701492537314,37.43,-120.57,0.746
3.9625,26.0,4.01878453038674,37.34,-121.99,2.629
2.75,35.0,5.639308855291577,38.39,-122.77,1.975
5.2887,21.0,6.4,37.25,-121.89,2.645
4.6821,8.0,5.393305439330544,37.82,-121.23,1.385
3.0179,37.0,4.822222222222222,34.19,-118.32,2.725
5.6931,18.0,6.696594427244582,37.97,-122.1,2.696
2.8827,11.0,4.8049267643142475,33.05,-116.88,1.667
3.0299,14.0,5.814102564102564,40.95,-122.07,0.732
3.9063,43.0,6.178571428571429,38.66,-122.7,2.1
3.625,37.0,5.325892857142857,34.03,-118.44,3.576
5.7393,9.0,5.792270531400966,34.03,-117.31,1.516
4.5594,13.0,5.084321475625823,34.14,-117.95,1.845
2.2094,20.0,4.9384372533543806,36.8,-119.76,0.837
3.0417,25.0,4.926605504587156,33.67,-117.95,1.373
2.6071,26.0,5.606694560669456,39.44,-121.53,0.571
3.6292,36.0,4.583333333333333,34.25,-118.42,1.452
4.3009,14.0,5.847244094488189,38.71,-121.25,1.434
4.3583,36.0,6.1139896373057,33.82,-117.92,1.872
3.5569,19.0,7.112558139534884,33.72,-116.39,1.28
2.0132,35.0,2.6031746031746033,34.09,-118.29,1.984
5.7295,25.0,6.032040472175379,38.0,-122.03,1.783
5.2155,18.0,6.553133514986376,38.27,-122.52,2.483
5.128,25.0,6.045180722891566,32.78,-115.57,0.996
5.1384,24.0,6.048249763481552,33.73,-118.02,3.369
3.7813,37.0,5.0227272727272725,37.34,-121.96,2.478
3.8239,34.0,5.242703533026114,34.21,-119.19,2.082
5.2817,19.0,5.848017621145375,38.68,-121.3,1.406
